dtcode23,dtcode11,stdtname,dtname,dtusename,stcode11,stcode23,st2code,stname,weighted_GDP
443,385,od_nayagarh,Nayagarh,nayagarh,21,21,OD,ODISHA,1.0978788723474449
96,094,dl_new_delhi,New Delhi,new_delhi,07,7,DL,DELHI,0.496663380013172
689,638,an_nicobars,Nicobars,nicobars,35,32,AN,ANDAMAN & NICOBAR,0.019628037
508,432,mp_neemuch,Neemuch,neemuch,23,23,MP,MADHYA PRADESH,1.8922263566950004
97,091,dl_north,North,north,07,7,DL,DELHI,0.916891991553962
252,241,sk_north__district,North  District,north__district,11,11,SK,SIKKIM,0.1948438682835197
690,639,an_north__&_middle_andaman,North  & Middle Andaman,north__&_middle_andaman,35,32,AN,ANDAMAN & NICOBAR,0.09595211576656938
98,092,dl_north_east,North East,north_east,07,7,DL,DELHI,0.11217472652382196
630,585,ga_north_goa,North Goa,north_goa,30,27,GA,GOA,2.765043140911544
322,292,tr_north_tripura,North Tripura,north_tripura,16,16,TR,TRIPURA,0.8290288912228275
99,090,dl_north_west,North West,north_west,07,7,DL,DELHI,0.4720333700927584
444,394,od_nuapada,Nuapada,nuapada,21,21,OD,ODISHA,0.7823295380851589
411,353,jh_pakur,Pakur,pakur,20,20,JH,JHARKHAND,1.3505699728552383
642,593,kl_palakkad,Palakkad,palakkad,32,29,KL,KERALA,4.341749860745927
412,358,jh_palamu,Palamu,palamu,20,20,JH,JHARKHAND,3.8435119428594136
130,118,rj_pali,Pali,pali,08,8,RJ,RAJASTHAN,6.381962797077571
552,484,gj_panch_mahals,Panch Mahals,panch_mahals,24,24,GJ,GUJARAT,4.784459920011448
510,426,mp_panna,Panna,panna,23,23,MP,MADHYA PRADESH,1.6824939236860175
413,368,jh_pashchimi_singhbhum,Pashchimi Singhbhum,pashchimi_singhbhum,20,20,JH,JHARKHAND,3.0930609047213133
643,599,kl_pathanamthitta,Pathanamthitta,pathanamthitta,32,29,KL,KERALA,2.0118639262636537
64,061,uk_garhwal,Garhwal,garhwal,05,5,UK,UTTARAKHAND,2.0307246417938343
196,151,up_pilibhit,Pilibhit,pilibhit,09,9,UP,UTTAR PRADESH,5.6490018258103065
197,131,rj_pratapgarh,Pratapgarh,pratapgarh,08,8,RJ,RAJASTHAN,1.4616949268623747
197,173,up_pratapgarh,Pratapgarh,pratapgarh,09,9,UP,UTTAR PRADESH,5.932190219882283
687,635,py_puducherry,Puducherry,puducherry,34,31,PY,PUDUCHERRY,1.6538627538215618
414,357,jh_purbi_singhbhum,Purbi Singhbhum,purbi_singhbhum,20,20,JH,JHARKHAND,4.125249402338104
445,387,od_puri,Puri,puri,21,21,OD,ODISHA,4.720392453808289
199,158,up_rae_bareli,Rae Bareli,rae_bareli,09,9,UP,UTTAR PRADESH,6.587417180123414
621,559,ka_raichur,Raichur,raichur,29,26,KA,KARNATAKA,5.231596742741467
589,403,cg_raigarh,Raigarh,raigarh,22,22,CG,CHHATTISGARH,4.256209121133981
472,410,cg_raipur,Raipur,raipur,22,22,CG,CHHATTISGARH,4.88447666179515
511,446,mp_raisen,Raisen,raisen,23,23,MP,MADHYA PRADESH,3.957160324353111
473,408,cg_rajnandgaon,Rajnandgaon,rajnandgaon,22,22,CG,CHHATTISGARH,3.087692700544767
512,442,mp_rajgarh,Rajgarh,rajgarh,23,23,MP,MADHYA PRADESH,2.504442842357486
132,123,rj_rajsamand,Rajsamand,rajsamand,08,8,RJ,RAJASTHAN,3.7254383518669294
415,361,jh_ramgarh,Ramgarh,ramgarh,20,20,JH,JHARKHAND,2.860799046525537
622,584,ka_ramanagara,Ramanagara,ramanagara,29,26,KA,KARNATAKA,5.00432550094325
200,136,up_rampur,Rampur,rampur,09,9,UP,UTTAR PRADESH,6.073447669003301
416,364,jh_ranchi,Ranchi,ranchi,20,20,JH,JHARKHAND,5.414617371537642
513,434,mp_ratlam,Ratlam,ratlam,23,23,MP,MADHYA PRADESH,3.1659673461755555
446,396,od_rayagada,Rayagada,rayagada,21,21,OD,ODISHA,1.8713788933191084
514,430,mp_rewa,Rewa,rewa,23,23,MP,MADHYA PRADESH,4.68187586867122
68,058,uk_rudraprayag,Rudraprayag,rudraprayag,05,5,UK,UTTARAKHAND,0.28669306333631994
515,427,mp_sagar,Sagar,sagar,23,23,MP,MADHYA PRADESH,5.610872493923734
201,132,up_saharanpur,Saharanpur,saharanpur,09,9,UP,UTTAR PRADESH,6.676413847192178
417,352,jh_sahibganj,Sahibganj,sahibganj,20,20,JH,JHARKHAND,2.9350695920961325
316,288,mz_saiha,Saiha,saiha,15,15,MZ,MIZORAM,0.10781442275611332
447,372,od_sambalpur,Sambalpur,sambalpur,21,21,OD,ODISHA,2.9569244053596377
202,754,up_sambhal,Sambhal,sambhal,09,9,UP,UTTAR PRADESH,4.397442307311866
203,186,up_sant_kabir_nagar,Sant Kabir Nagar,sant_kabir_nagar,09,9,UP,UTTAR PRADESH,3.083149676940375
418,369,jh_saraikela-kharsawan,Saraikela-kharsawan,saraikela-kharsawan,20,20,JH,JHARKHAND,3.1333589845837597
516,429,mp_satna,Satna,satna,23,23,MP,MADHYA PRADESH,6.098463698996729
133,108,rj_sawai_madhopur,Sawai Madhopur,sawai_madhopur,08,8,RJ,RAJASTHAN,2.9395719105342857
517,445,mp_sehore,Sehore,sehore,23,23,MP,MADHYA PRADESH,3.143576292181716
518,456,mp_seoni,Seoni,seoni,23,23,MP,MADHYA PRADESH,2.095679124559178
323,707,tr_sipahijala,Sipahijala,sipahijala,16,16,TR,TRIPURA,4.174920246572705
100,702,dl_shahdara,Shahdara,shahdara,07,7,DL,DELHI,0.10900717944467671
519,460,mp_shahdol,Shahdol,shahdol,23,23,MP,MADHYA PRADESH,1.6182329914542295
204,152,up_shahjahanpur,Shahjahanpur,shahjahanpur,09,9,UP,UTTAR PRADESH,5.346590435107504
520,436,mp_shajapur,Shajapur,shajapur,23,23,MP,MADHYA PRADESH,1.8379530671064126
205,704,up_shamli,Shamli,shamli,09,9,UP,UTTAR PRADESH,2.89234154677278
521,418,mp_sheopur,Sheopur,sheopur,23,23,MP,MADHYA PRADESH,1.5970349662139558
31,033,hp_shimla,Shimla,shimla,02,2,HP,HIMACHAL PRADESH,1.7414102424154472
623,568,ka_shivamogga,Shivamogga,shivamogga,29,26,KA,KARNATAKA,3.729501861457835
522,423,mp_shivpuri,Shivpuri,shivpuri,23,23,MP,MADHYA PRADESH,4.454299279495609
206,181,up_shrawasti,Shrawasti,shrawasti,09,9,UP,UTTAR PRADESH,1.7267843965733265
207,184,up_siddharthnagar,Siddharthnagar,siddharthnagar,09,9,UP,UTTAR PRADESH,3.8631157144763657
523,462,mp_sidhi,Sidhi,sidhi,23,23,MP,MADHYA PRADESH,1.5519188726582396
134,111,rj_sikar,Sikar,sikar,08,8,RJ,RAJASTHAN,6.568928775350688
419,367,jh_simdega,Simdega,simdega,20,20,JH,JHARKHAND,1.1937902267179494
524,463,mp_singrauli,Singrauli,singrauli,23,23,MP,MADHYA PRADESH,4.075038664046752
32,032,hp_sirmaur,Sirmaur,sirmaur,02,2,HP,HIMACHAL PRADESH,0.8322533544611592
135,117,rj_sirohi,Sirohi,sirohi,08,8,RJ,RAJASTHAN,2.764461904133155
208,154,up_sitapur,Sitapur,sitapur,09,9,UP,UTTAR PRADESH,8.16076569194665
33,031,hp_solan,Solan,solan,02,2,HP,HIMACHAL PRADESH,2.196562495910547
209,200,up_sonbhadra,Sonbhadra,sonbhadra,09,9,UP,UTTAR PRADESH,7.557371816219224
101,098,dl_south,South,south,07,7,DL,DELHI,0.5042801947735124
253,243,sk_south_district,South District,south_district,11,11,SK,SIKKIM,0.5511340014444607
691,640,an_south_andaman,South Andaman,south_andaman,35,32,AN,ANDAMAN & NICOBAR,1.2536780242334307
333,295,mg_south_garo_hills,South Garo Hills,south_garo_hills,17,17,MG,MEGHALAYA,1.6090274595898495
631,586,ga_south_goa,South Goa,south_goa,30,27,GA,GOA,1.9477845380552479
324,290,tr_south_tripura,South Tripura,south_tripura,16,16,TR,TRIPURA,3.9063152615638126
103,097,dl_south_west,South West,south_west,07,7,DL,DELHI,0.8980937605054243
448,392,od_sonepur,Sonepur,sonepur,21,21,OD,ODISHA,0.8519483598594669
474,723,cg_sukma,Sukma,sukma,22,22,CG,CHHATTISGARH,0.37452970209952513
210,179,up_sultanpur,Sultanpur,sultanpur,09,9,UP,UTTAR PRADESH,3.9975824141779333
449,374,od_sundargarh,Sundargarh,sundargarh,21,21,OD,ODISHA,7.550493156901303
475,715,cg_surajpur,Surajpur,surajpur,22,22,CG,CHHATTISGARH,1.925265629521969
476,401,cg_surguja,Surguja,surguja,22,22,CG,CHHATTISGARH,1.9527536802621797
559,493,gj_tapi,Tapi,tapi,24,24,GJ,GUJARAT,2.2482583429655474
69,059,uk_tehri_garhwal,Tehri Garhwal,tehri_garhwal,05,5,UK,UTTARAKHAND,2.4765901551777705
644,601,kl_thiruvananthapuram,Thiruvananthapuram,thiruvananthapuram,32,29,KL,KERALA,6.791846759800202
645,594,kl_thrissur,Thrissur,thrissur,32,29,KL,KERALA,4.894452138044804
525,424,mp_tikamgarh,Tikamgarh,tikamgarh,23,23,MP,MADHYA PRADESH,1.7288456067323525
136,120,rj_tonk,Tonk,tonk,08,8,RJ,RAJASTHAN,4.126422248380857
624,571,ka_tumakuru,Tumakuru,tumakuru,29,26,KA,KARNATAKA,5.892174338585995
137,130,rj_udaipur,Udaipur,udaipur,08,8,RJ,RAJASTHAN,7.622307858066316
340,324,as_baksa,Baksa,baksa,18,18,AS,ASSAM,1.664685261971228
70,067,uk_udham_singh_nagar,Udham Singh Nagar,udham_singh_nagar,05,5,UK,UTTARAKHAND,5.513587695688975
625,569,ka_udupi,Udupi,udupi,29,26,KA,KARNATAKA,2.003433218231925
526,435,mp_ujjain,Ujjain,ujjain,23,23,MP,MADHYA PRADESH,4.941801514555842
527,431,mp_umaria,Umaria,umaria,23,23,MP,MADHYA PRADESH,1.5580159022494227
34,029,hp_una,Una,una,02,2,HP,HIMACHAL PRADESH,1.0129586369348593
211,156,up_unnao,Unnao,unnao,09,9,UP,UTTAR PRADESH,6.8058783993246115
325,710,tr_unokoti,Unokoti,unokoti,16,16,TR,TRIPURA,1.170946954865004
626,563,ka_uttara_kannada,Uttara Kannada,uttara_kannada,29,26,KA,KARNATAKA,2.6859680011659792
561,486,gj_vadodara,Vadodara,vadodara,24,24,GJ,GUJARAT,7.945891847751101
212,197,up_varanasi,Varanasi,varanasi,09,9,UP,UTTAR PRADESH,4.382989356936249
528,443,mp_vidisha,Vidisha,vidisha,23,23,MP,MADHYA PRADESH,3.9572627355142824
628,557,ka_vijayapura,Vijayapura,vijayapura,29,26,KA,KARNATAKA,5.685988780712696
646,590,kl_wayanad,Wayanad,wayanad,32,29,KL,KERALA,0.7541896568024302
254,242,sk_west_district,West District,west_district,11,11,SK,SIKKIM,0.365140413208091
104,096,dl_west,West,west,07,7,DL,DELHI,0.41673562313179857
336,293,mg_west_garo_hills,West Garo Hills,west_garo_hills,17,17,MG,MEGHALAYA,1.9240338966799067
338,296,mg_west_khasi_hills,West Khasi Hills,west_khasi_hills,17,17,MG,MEGHALAYA,0.23012267261317698
529,440,mp_west_nimar,West Nimar,west_nimar,23,23,MP,MADHYA PRADESH,3.136840538189199
326,289,tr_west_tripura,West Tripura,west_tripura,16,16,TR,TRIPURA,5.259984966161553
629,580,ka_yadgir,Yadgir,yadgir,29,26,KA,KARNATAKA,2.6343288483775047
688,634,py_yanam,Yanam,yanam,34,31,PY,PUDUCHERRY,0.07108170242310567
424,391,od_baudh,Baudh,baudh,21,21,OD,ODISHA,0.566897202815693
313,287,mz_lawngtlai,Lawngtlai,lawngtlai,15,15,MZ,MIZORAM,0.19728709753222562
318,285,mz_serchhip,Serchhip,serchhip,15,15,MZ,MIZORAM,0.08065416096235702
312,282,mz_kolasib,Kolasib,kolasib,15,15,MZ,MIZORAM,0.16775030282047593
315,281,mz_mamit,Mamit,mamit,15,15,MZ,MIZORAM,0.6693138692143369
314,286,mz_lunglei,Lunglei,lunglei,15,15,MZ,MIZORAM,0.3525421772192432
356,312,as_jorhat,Jorhat,jorhat,18,18,AS,ASSAM,1.1321855505356853
341,303,as_barpeta,Barpeta,barpeta,18,18,AS,ASSAM,1.588538493352833
346,320,as_chirang,Chirang,chirang,18,18,AS,ASSAM,1.7724502559254753
343,319,as_bongaigaon,Bongaigaon,bongaigaon,18,18,AS,ASSAM,0.8731952316465176
366,323,as_nalbari,Nalbari,nalbari,18,18,AS,ASSAM,0.9656480296846573
371,326,as_udalguri,Udalguri,udalguri,18,18,AS,ASSAM,1.0897712463249873
358,322,as_kamrup_metropolitan,Kamrup Metropolitan,kamrup_metropolitan,18,18,AS,ASSAM,2.2718341182553554
364,304,as_morigaon,Morigaon,morigaon,18,18,AS,ASSAM,1.1536104776586764
351,315,as_dima_hasao,Dima Hasao,dima_hasao,18,18,AS,ASSAM,0.39210838628852507
368,306,as_sonitpur,Sonitpur,sonitpur,18,18,AS,ASSAM,1.6108085746172578
348,308,as_dhemaji,Dhemaji,dhemaji,18,18,AS,ASSAM,0.5872684156670458
367,311,as_sivasagar,Sivasagar,sivasagar,18,18,AS,ASSAM,1.1821884598323478
350,310,as_dibrugarh,Dibrugarh,dibrugarh,18,18,AS,ASSAM,3.115610244068712
353,313,as_golaghat,Golaghat,golaghat,18,18,AS,ASSAM,2.206640332789785
344,316,as_cachar,Cachar,cachar,18,18,AS,ASSAM,2.6282496914410514
360,317,as_karimganj,Karimganj,karimganj,18,18,AS,ASSAM,3.772563195946096
354,318,as_hailakandi,Hailakandi,hailakandi,18,18,AS,ASSAM,0.6961012875080997
12,991,jk_mirpur,Mirpur,mirpur,01,1,JK,JAMMU & KASHMIR,2.8856643141327605
13,992,jk_muzaffarabad,Muzaffarabad,muzaffarabad,01,1,JK,JAMMU & KASHMIR,2.16409315475237
15,005,jk_punch,Punch,punch,01,1,JK,JAMMU & KASHMIR,1.7978535928147295
1,014,jk_anantnag,Anantnag,anantnag,01,1,JK,JAMMU & KASHMIR,1.2363761748775195
4,008,jk_baramula,Baramula,baramula,01,1,JK,JAMMU & KASHMIR,1.176257356961564
8,007,jk_kathua,Kathua,kathua,01,1,JK,JAMMU & KASHMIR,1.9798730715990045
22,019,jk_udhampur,Udhampur,udhampur,01,1,JK,JAMMU & KASHMIR,1.5947836066052232
198,175,up_prayagraj,Prayagraj,prayagraj,09,9,UP,UTTAR PRADESH,11.261253072801198
332,297,mg_ribhoi,Ribhoi,ribhoi,17,17,MG,MEGHALAYA,1.525480671482954
102,703,dl_south_east,South East,south_east,07,7,DL,DELHI,0.3215004644150352
335,713,mg_south_west_khasi_hills,South West Khasi Hills,south_west_khasi_hills,17,17,MG,MEGHALAYA,0.9043683583036067
334,711,mg_south_west_garo_hills,South West Garo Hills,south_west_garo_hills,17,17,MG,MEGHALAYA,0.7453445620633008
331,712,mg_north_garo_hills,North Garo Hills,north_garo_hills,17,17,MG,MEGHALAYA,0.22095618649789414
337,299,mg_west_jaintia_hills,West Jaintia Hills,west_jaintia_hills,17,17,MG,MEGHALAYA,0.6681332032982861
308,283,mz_aizawl,Aizawl,aizawl,15,15,MZ,MIZORAM,0.4624777202111722
349,301,as_dhubri,Dhubri,dhubri,18,18,AS,ASSAM,1.301345849465666
352,302,as_goalpara,Goalpara,goalpara,18,18,AS,ASSAM,0.8986604924202797
2,002,jk_badgam,Badgam,badgam,01,1,JK,JAMMU & KASHMIR,1.2025876898565344
3,009,jk_bandipore,Bandipore,bandipore,01,1,JK,JAMMU & KASHMIR,0.5158627844478947
6,011,jk_ganderbal,Ganderbal,ganderbal,01,1,JK,JAMMU & KASHMIR,1.3488686338308495
10,015,jk_kulgam,Kulgam,kulgam,01,1,JK,JAMMU & KASHMIR,0.7898412309709489
11,001,jk_kupwara,Kupwara,kupwara,01,1,JK,JAMMU & KASHMIR,1.0146638555844392
14,012,jk_pulwama,Pulwama,pulwama,01,1,JK,JAMMU & KASHMIR,1.061650607024066
16,006,jk_rajouri,Rajouri,rajouri,01,1,JK,JAMMU & KASHMIR,0.8587980875091789
17,017,jk_ramban,Ramban,ramban,01,1,JK,JAMMU & KASHMIR,0.42498973042453636
18,020,jk_reasi,Reasi,reasi,01,1,JK,JAMMU & KASHMIR,0.7536299939287795
20,013,jk_shupiyan,Shupiyan,shupiyan,01,1,JK,JAMMU & KASHMIR,0.4244831032822613
21,010,jk_srinagar,Srinagar,srinagar,01,1,JK,JAMMU & KASHMIR,0.8287433088173272
752,003,la_leh,Leh,leh,38,35,LA,LADAKH,1.1926424048469466
751,004,la_kargil,Kargil,kargil,38,35,LA,LADAKH,0.18200791339451913
9,018,jk_kishtwar,Kishtwar,kishtwar,01,1,JK,JAMMU & KASHMIR,0.3457106220503467
5,016,jk_doda,Doda,doda,01,1,JK,JAMMU & KASHMIR,0.647457442973118
19,022,jk_samba,Samba,samba,01,1,JK,JAMMU & KASHMIR,1.728769257319744
345,755,as_charaideo,Charaideo,charaideo,18,18,AS,ASSAM,0.5163281984306838
342,756,as_biswanath,Biswanath,biswanath,18,18,AS,ASSAM,0.5338212424632508
363,760,as_majuli,Majuli,majuli,18,18,AS,ASSAM,0.2910977117876722
355,757,as_hojai,Hojai,hojai,18,18,AS,ASSAM,0.8101165003717876
369,758,as_south_salmara_mancachar,South Salmara Mancachar,south_salmara_mancachar,18,18,AS,ASSAM,0.7635940915496537
359,314,as_karbi_anglong,Karbi Anglong,karbi_anglong,18,18,AS,ASSAM,2.5578909213048338
372,759,as_west_karbi_anglong,West Karbi Anglong,west_karbi_anglong,18,18,AS,ASSAM,0.6194104839006949
295,278,mn_imphal_east,Imphal East,imphal_east,14,14,MN,MANIPUR,0.5090249552521809
297,766,mn_jiribam,Jiribam,jiribam,14,14,MN,MANIPUR,0.055130804743993095
509,782,mp_niwari,Niwari,niwari,23,23,MP,MADHYA PRADESH,1.3536466965431493
531,480,gj_amreli,Amreli,amreli,24,24,GJ,GUJARAT,3.3466177489145235
755,494,dn_diu,Diu,diu,39,36,DN,"DADRA,NAGAR HAVELI,DAMAN & DIU",0.09213482110846177
554,478,gj_porbandar,Porbandar,porbandar,24,24,GJ,GUJARAT,1.9645451885103429
555,476,gj_rajkot,Rajkot,rajkot,24,24,GJ,GUJARAT,8.805046651174994
558,475,gj_surendranagar,Surendranagar,surendranagar,24,24,GJ,GUJARAT,4.517296597237311
537,726,gj_botad,Botad,botad,24,24,GJ,GUJARAT,0.9969936031618724
546,483,gj_kheda,Kheda,kheda,24,24,GJ,GUJARAT,4.336071628981062
547,471,gj_mahesana,Mahesana,mahesana,24,24,GJ,GUJARAT,7.7819014514852025
541,473,gj_gandhinagar,Gandhinagar,gandhinagar,24,24,GJ,GUJARAT,3.74039915578457
553,470,gj_patan,Patan,patan,24,24,GJ,GUJARAT,3.5442447113718245
692,532,ts_adilabad,Adilabad,adilabad,36,33,TS,TELANGANA,2.09694178114711
563,522,mh_ahmadnagar,Ahmadnagar,ahmadnagar,27,25,MH,MAHARASHTRA,11.505581607932596
564,501,mh_akola,Akola,akola,27,25,MH,MAHARASHTRA,5.7160808769474745
373,774,wb_alipurduar,Alipurduar,alipurduar,19,19,WB,WEST BENGAL,3.6656350610944175
565,503,mh_amravati,Amravati,amravati,27,25,MH,MAHARASHTRA,7.225971663477116
72,070,hr_ambala,Ambala,ambala,06,6,HR,HARYANA,2.7754344124524954
35,049,pb_amritsar,Amritsar,amritsar,03,3,PB,PUNJAB,7.775387949659171
255,260,ar_anjaw,Anjaw,anjaw,12,12,AR,ARUNACHAL PRADESH,0.03648042158974739
213,209,bh_araria,Araria,araria,10,10,BH,BIHAR,5.218777544137511
214,240,bh_arwal,Arwal,arwal,10,10,BH,BIHAR,1.2067982160080155
566,235,bh_aurangabad,Aurangabad,aurangabad,10,10,BH,BIHAR,4.516676733345643
566,515,mh_aurangabad,Aurangabad,aurangabad,27,25,MH,MAHARASHTRA,8.222231617689452
216,225,bh_banka,Banka,banka,10,10,BH,BIHAR,4.133090557775724
374,339,wb_bankura,Bankura,bankura,19,19,WB,WEST BENGAL,7.827324270970404
391,335,wb_purba_bardhaman,Purba Bardhaman,purba_bardhaman,19,19,WB,WEST BENGAL,6.483179737501026
36,054,pb_barnala,Barnala,barnala,03,3,PB,PUNJAB,1.1308815380302488
37,046,pb_bathinda,Bathinda,bathinda,03,3,PB,PUNJAB,4.786803840347178
217,222,bh_begusarai,Begusarai,begusarai,10,10,BH,BIHAR,5.755217929309171
226,233,bh_kaimur_(bhabua),Kaimur (bhabua),kaimur_(bhabua),10,10,BH,BIHAR,3.1423550127814344
218,224,bh_bhagalpur,Bhagalpur,bhagalpur,10,10,BH,BIHAR,5.663046703415499
567,506,mh_bhandara,Bhandara,bhandara,27,25,MH,MAHARASHTRA,2.0812886711766927
73,081,hr_bhiwani,Bhiwani,bhiwani,06,6,HR,HARYANA,3.2373977516866623
219,231,bh_bhojpur,Bhojpur,bhojpur,10,10,BH,BIHAR,4.8666373690952005
568,523,mh_bid,Bid,bid,27,25,MH,MAHARASHTRA,7.325236732049248
375,334,wb_birbhum,Birbhum,birbhum,19,19,WB,WEST BENGAL,6.161662269799214
569,500,mh_buldana,Buldana,buldana,27,25,MH,MAHARASHTRA,4.211838321470297
220,232,bh_buxar,Buxar,buxar,10,10,BH,BIHAR,2.408228522775695
61,057,uk_chamoli,Chamoli,chamoli,05,5,UK,UTTARAKHAND,0.4971275060879455
570,509,mh_chandrapur,Chandrapur,chandrapur,27,25,MH,MAHARASHTRA,5.86289099264022
256,253,ar_changlang,Changlang,changlang,12,12,AR,ARUNACHAL PRADESH,0.38159387910153475
377,331,wb_dakshin_dinajpur,Dakshin Dinajpur,dakshin_dinajpur,19,19,WB,WEST BENGAL,7.450664761983282
221,215,bh_darbhanga,Darbhanga,darbhanga,10,10,BH,BIHAR,5.841994647982476
378,327,wb_darjiling,Darjiling,darjiling,19,19,WB,WEST BENGAL,3.220406848308237
571,498,mh_dhule,Dhule,dhule,27,25,MH,MAHARASHTRA,4.65941956832441
275,257,ar_upper_dibang_valley,Upper Dibang Valley,upper_dibang_valley,12,12,AR,ARUNACHAL PRADESH,0.021126713275502685
287,271,nl_peren,Peren,peren,13,13,NL,NAGALAND,0.13408028622734272
257,247,ar_east_kameng,East Kameng,east_kameng,12,12,AR,ARUNACHAL PRADESH,0.08338673800000104
392,345,wb_purba_medinipur,Purba Medinipur,purba_medinipur,19,19,WB,WEST BENGAL,6.675172541300313
75,088,hr_faridabad,Faridabad,faridabad,06,6,HR,HARYANA,2.3507826245060035
38,045,pb_faridkot,Faridkot,faridkot,03,3,PB,PUNJAB,1.8761105955498303
76,078,hr_fatehabad,Fatehabad,fatehabad,06,6,HR,HARYANA,2.2373284429965326
39,040,pb_fatehgarh_sahib,Fatehgarh Sahib,fatehgarh_sahib,03,3,PB,PUNJAB,2.714350253464894
40,701,pb_fazilka,Fazilka,fazilka,03,3,PB,PUNJAB,3.804206925735164
41,043,pb_firozpur,Firozpur,firozpur,03,3,PB,PUNJAB,2.8542842523546073
572,508,mh_gadchiroli,Gadchiroli,gadchiroli,27,25,MH,MAHARASHTRA,1.3461255931853027
222,236,bh_gaya,Gaya,gaya,10,10,BH,BIHAR,9.378543804026961
573,507,mh_gondiya,Gondiya,gondiya,27,25,MH,MAHARASHTRA,3.256471549930482
223,217,bh_gopalganj,Gopalganj,gopalganj,10,10,BH,BIHAR,4.596777623141222
42,035,pb_gurdaspur,Gurdaspur,gurdaspur,03,3,PB,PUNJAB,3.747095272231696
77,086,hr_gurugram,Gurugram,gurugram,06,6,HR,HARYANA,3.566743573068498
380,341,wb_howrah,Howrah,howrah,19,19,WB,WEST BENGAL,3.963619997101528
574,512,mh_hingoli,Hingoli,hingoli,27,25,MH,MAHARASHTRA,3.2295508500039594
78,080,hr_hisar,Hisar,hisar,06,6,HR,HARYANA,5.999065005738676
43,038,pb_hoshiarpur,Hoshiarpur,hoshiarpur,03,3,PB,PUNJAB,3.4255911969026567
379,338,wb_hooghly,Hooghly,hooghly,19,19,WB,WEST BENGAL,5.66714343842102
694,536,ts_hyderabad,Hyderabad,hyderabad,36,33,TS,TELANGANA,0.5592399635851493
225,239,bh_jehanabad,Jehanabad,jehanabad,10,10,BH,BIHAR,2.852607415870758
44,037,pb_jalandhar,Jalandhar,jalandhar,03,3,PB,PUNJAB,4.3639919200085835
575,499,mh_jalgaon,Jalgaon,jalgaon,27,25,MH,MAHARASHTRA,11.709894027724816
